danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,audio_features,3NfxSdJnVdon1axzloJgba,spotify:track:3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/tracks/3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/audio-analysis/3NfxSdJnVdon1axzloJgba,216773,4
0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,0.663,78.231,audio_features,4QxDOjgpYtQDxxbWPuEJOy,spotify:track:4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/tracks/4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/audio-analysis/4QxDOjgpYtQDxxbWPuEJOy,155307,4
0.392,0.629,5,-7.056,1,0.0335,0.718,3.76e-06,0.129,0.72,124.511,audio_features,2Gy7qnDwt8Z3MNxqat4CsK,spotify:track:2Gy7qnDwt8Z3MNxqat4CsK,https://api.spotify.com/v1/tracks/2Gy7qnDwt8Z3MNxqat4CsK,https://api.spotify.com/v1/audio-analysis/2Gy7qnDwt8Z3MNxqat4CsK,153205,4
0.534,0.462,4,-8.172,1,0.0266,0.839,0.0,0.129,0.534,96.195,audio_features,7dblNGnRXEBrVJunazs2U5,spotify:track:7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/tracks/7dblNGnRXEBrVJunazs2U5,https://api.spotify.com/v1/audio-analysis/7dblNGnRXEBrVJunazs2U5,143333,4
0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,audio_features,1OppEieGNdItZbE14gLBEv,spotify:track:1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/tracks/1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/audio-analysis/1OppEieGNdItZbE14gLBEv,167933,4
0.684,0.247,5,-13.71,1,0.0281,0.872,0.000166,0.113,0.768,106.522,audio_features,7caj6X6NMX3tlhWnu1du6V,spotify:track:7caj6X6NMX3tlhWnu1du6V,https://api.spotify.com/v1/tracks/7caj6X6NMX3tlhWnu1du6V,https://api.spotify.com/v1/audio-analysis/7caj6X6NMX3tlhWnu1du6V,116627,3
0.511,0.769,4,-7.032,1,0.042,0.181,0.0,0.0921,0.818,129.657,audio_features,2G2YzndIA6jeWFPBXhUjh5,spotify:track:2G2YzndIA6jeWFPBXhUjh5,https://api.spotify.com/v1/tracks/2G2YzndIA6jeWFPBXhUjh5,https://api.spotify.com/v1/audio-analysis/2G2YzndIA6jeWFPBXhUjh5,160907,4
0.764,0.84,2,-5.023,1,0.0672,0.393,8.64e-06,0.0686,0.843,130.276,audio_features,00meczE1jpLTX0BBzIGrAR,spotify:track:00meczE1jpLTX0BBzIGrAR,https://api.spotify.com/v1/tracks/00meczE1jpLTX0BBzIGrAR,https://api.spotify.com/v1/audio-analysis/00meczE1jpLTX0BBzIGrAR,148013,4
0.597,0.71,5,-9.798,1,0.0378,0.611,0.0,0.104,0.763,150.13,audio_features,41FRsZNXpsBkJ46BxyC20m,spotify:track:41FRsZNXpsBkJ46BxyC20m,https://api.spotify.com/v1/tracks/41FRsZNXpsBkJ46BxyC20m,https://api.spotify.com/v1/audio-analysis/41FRsZNXpsBkJ46BxyC20m,172667,4
0.588,0.611,11,-9.088,1,0.0311,0.197,8.79e-05,0.0518,0.937,149.141,audio_features,16dz1n3ctolQbuZPtvHVqH,spotify:track:16dz1n3ctolQbuZPtvHVqH,https://api.spotify.com/v1/tracks/16dz1n3ctolQbuZPtvHVqH,https://api.spotify.com/v1/audio-analysis/16dz1n3ctolQbuZPtvHVqH,139493,4
0.574,0.364,0,-12.329,1,0.0356,0.842,5.5e-06,0.0666,0.491,121.313,audio_features,0EYiMWslS3wPQlaQTetwfY,spotify:track:0EYiMWslS3wPQlaQTetwfY,https://api.spotify.com/v1/tracks/0EYiMWslS3wPQlaQTetwfY,https://api.spotify.com/v1/audio-analysis/0EYiMWslS3wPQlaQTetwfY,176364,4
0.403,0.284,10,-14.014,1,0.0338,0.798,0.0,0.142,0.686,176.537,audio_features,4skknrc3sJqaPTtUr2cwFq,spotify:track:4skknrc3sJqaPTtUr2cwFq,https://api.spotify.com/v1/tracks/4skknrc3sJqaPTtUr2cwFq,https://api.spotify.com/v1/audio-analysis/4skknrc3sJqaPTtUr2cwFq,154533,3
0.632,0.552,9,-8.564,1,0.037,0.203,0.0,0.307,0.557,130.052,audio_features,01ZVz0QNgPoavSdYzoerW7,spotify:track:01ZVz0QNgPoavSdYzoerW7,https://api.spotify.com/v1/tracks/01ZVz0QNgPoavSdYzoerW7,https://api.spotify.com/v1/audio-analysis/01ZVz0QNgPoavSdYzoerW7,139621,4
0.733,0.624,4,-9.849,1,0.0374,0.623,0.0,0.407,0.912,114.586,audio_features,1tYk5zABu6h8CMP1cSea56,spotify:track:1tYk5zABu6h8CMP1cSea56,https://api.spotify.com/v1/tracks/1tYk5zABu6h8CMP1cSea56,https://api.spotify.com/v1/audio-analysis/1tYk5zABu6h8CMP1cSea56,154907,4
0.539,0.406,0,-6.225,1,0.0261,0.351,5.1e-06,0.161,0.376,135.923,audio_features,7oYTK1C0Clz6MZiETSpFTS,spotify:track:7oYTK1C0Clz6MZiETSpFTS,https://api.spotify.com/v1/tracks/7oYTK1C0Clz6MZiETSpFTS,https://api.spotify.com/v1/audio-analysis/7oYTK1C0Clz6MZiETSpFTS,162960,4
0.43,0.33,6,-10.621,1,0.0353,0.876,0.0,0.105,0.316,108.824,audio_features,0GVvRmCoiLkhxJvlZy9bLk,spotify:track:0GVvRmCoiLkhxJvlZy9bLk,https://api.spotify.com/v1/tracks/0GVvRmCoiLkhxJvlZy9bLk,https://api.spotify.com/v1/audio-analysis/0GVvRmCoiLkhxJvlZy9bLk,187667,3
0.505,0.388,4,-10.849,1,0.0302,0.364,2.58e-05,0.168,0.849,120.987,audio_features,6KZqW1CRQjzpRgXoOmLkKQ,spotify:track:6KZqW1CRQjzpRgXoOmLkKQ,https://api.spotify.com/v1/tracks/6KZqW1CRQjzpRgXoOmLkKQ,https://api.spotify.com/v1/audio-analysis/6KZqW1CRQjzpRgXoOmLkKQ,170933,4
0.549,0.805,3,-7.436,1,0.0368,0.398,1.29e-06,0.0938,0.969,160.753,audio_features,2EPr9Wx7e1cpGEbNAtuN7x,spotify:track:2EPr9Wx7e1cpGEbNAtuN7x,https://api.spotify.com/v1/tracks/2EPr9Wx7e1cpGEbNAtuN7x,https://api.spotify.com/v1/audio-analysis/2EPr9Wx7e1cpGEbNAtuN7x,150160,4
0.502,0.772,0,-6.205,1,0.0322,0.595,2.47e-06,0.199,0.935,79.463,audio_features,1CSLeVCXmetBh8IkTPMFdL,spotify:track:1CSLeVCXmetBh8IkTPMFdL,https://api.spotify.com/v1/tracks/1CSLeVCXmetBh8IkTPMFdL,https://api.spotify.com/v1/audio-analysis/1CSLeVCXmetBh8IkTPMFdL,165613,4
0.604,0.709,8,-6.377,1,0.158,0.0987,0.0,0.0551,0.907,167.832,audio_features,1INWPr855fwWdAOeecbu0W,spotify:track:1INWPr855fwWdAOeecbu0W,https://api.spotify.com/v1/tracks/1INWPr855fwWdAOeecbu0W,https://api.spotify.com/v1/audio-analysis/1INWPr855fwWdAOeecbu0W,137360,4
0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,audio_features,64Ny7djQ6rNJspquof2KoX,spotify:track:64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/tracks/64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/audio-analysis/64Ny7djQ6rNJspquof2KoX,136027,4
0.608,0.576,7,-5.842,1,0.104,0.385,4.49e-06,0.142,0.638,143.711,audio_features,2LZdFnXIXuky0S0Jhdl4Qz,spotify:track:2LZdFnXIXuky0S0Jhdl4Qz,https://api.spotify.com/v1/tracks/2LZdFnXIXuky0S0Jhdl4Qz,https://api.spotify.com/v1/audio-analysis/2LZdFnXIXuky0S0Jhdl4Qz,166053,4
0.691,0.762,11,-6.47,0,0.0367,0.462,0.0286,0.0804,0.957,128.111,audio_features,0Z3xhSOhrawLV81YdiDiiJ,spotify:track:0Z3xhSOhrawLV81YdiDiiJ,https://api.spotify.com/v1/tracks/0Z3xhSOhrawLV81YdiDiiJ,https://api.spotify.com/v1/audio-analysis/0Z3xhSOhrawLV81YdiDiiJ,187533,4
0.321,0.462,8,-10.711,1,0.0346,0.0961,0.0,0.102,0.457,116.782,audio_features,34yIb7hw5SuR80au1BHTtt,spotify:track:34yIb7hw5SuR80au1BHTtt,https://api.spotify.com/v1/tracks/34yIb7hw5SuR80au1BHTtt,https://api.spotify.com/v1/audio-analysis/34yIb7hw5SuR80au1BHTtt,308600,4
0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,audio_features,4feXcsElKIVsGwkbnTHAfV,spotify:track:4feXcsElKIVsGwkbnTHAfV,https://api.spotify.com/v1/tracks/4feXcsElKIVsGwkbnTHAfV,https://api.spotify.com/v1/audio-analysis/4feXcsElKIVsGwkbnTHAfV,162493,4
0.438,0.0698,1,-20.192,1,0.0998,0.973,0.0854,0.105,0.24,92.359,audio_features,3oY0qu8PC5gf7DkXP6ANx3,spotify:track:3oY0qu8PC5gf7DkXP6ANx3,https://api.spotify.com/v1/tracks/3oY0qu8PC5gf7DkXP6ANx3,https://api.spotify.com/v1/audio-analysis/3oY0qu8PC5gf7DkXP6ANx3,184653,3
