danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0.664,0.437,6,-6.402,1,0.0308,0.819,0.0,0.11,0.673,114.571,3
0.637,0.604,0,-8.465,0,0.173,0.857,0.0,0.134,0.953,74.276,4
0.705,0.51,8,-15.322,1,0.0428,0.323,0.0,0.094,0.894,125.468,4
0.561,0.617,2,-11.902,1,0.0304,0.0721,3.84e-05,0.073,0.956,179.502,4
0.476,0.381,5,-10.238,0,0.0342,0.727,0.0,0.0614,0.33,121.948,4
0.184,0.944,9,-4.932,1,0.0574,0.00419,0.247,0.575,0.634,174.399,4
0.54,0.476,7,-9.481,1,0.0578,0.00206,0.119,0.193,0.534,98.521,4
0.621,0.572,9,-6.51,0,0.0705,0.222,0.0,0.258,0.879,139.166,4
0.691,0.735,11,-7.616,1,0.0494,0.153,0.144,0.107,0.362,130.008,4
0.588,0.561,11,-10.438,1,0.0405,0.557,0.0,0.285,0.943,128.6,4
0.656,0.8,0,-5.653,1,0.0283,0.000187,0.723,0.719,0.317,109.042,4
0.593,0.752,8,-6.617,0,0.0313,0.0841,0.00308,0.197,0.935,172.087,4
0.454,0.879,4,-5.44,1,0.0305,0.000861,0.00281,0.794,0.727,105.859,4
0.356,0.913,9,-6.015,1,0.0499,0.0339,0.0,0.221,0.537,171.157,4
0.614,0.82,9,-7.358,1,0.0312,0.0351,0.0,0.183,0.854,124.125,4
0.481,0.509,7,-9.996,1,0.0476,0.786,0.00789,0.738,0.212,137.471,4
0.438,0.325,2,-11.066,1,0.0268,0.893,5e-06,0.118,0.362,101.591,3
0.366,0.931,0,-8.349,1,0.0609,0.00127,0.00213,0.305,0.559,141.162,4
0.598,0.606,0,-11.812,1,0.0256,0.162,0.000357,0.353,0.91,97.736,4
0.612,0.818,11,-8.27,0,0.0522,0.000398,8.59e-06,0.0626,0.457,123.964,4
0.438,0.851,10,-5.802,0,0.0505,2.67e-05,0.000136,0.301,0.592,157.088,4
0.871,0.819,8,-5.439,0,0.298,0.0138,0.0,0.0608,0.857,98.699,4
0.633,0.589,0,-11.285,1,0.0288,0.103,0.654,0.0517,0.889,114.136,4
0.539,0.836,8,-6.903,0,0.0322,0.00279,0.062,0.181,0.647,133.468,4
0.629,0.543,8,-9.185,1,0.045,0.145,0.0,0.116,0.858,75.519,4
0.778,0.492,0,-9.887,1,0.039,0.167,6.23e-06,0.137,0.631,109.972,4
0.366,0.0586,9,-16.213,1,0.0454,0.873,0.0,0.108,0.283,165.529,4
0.541,0.913,4,-8.03,1,0.0359,0.0681,0.0523,0.414,0.113,120.634,4
0.797,0.644,8,-9.253,1,0.188,0.338,6.51e-05,0.0592,0.706,96.87,4
0.609,0.765,6,-7.312,1,0.0266,0.23,0.0,0.558,0.635,110.283,3
0.5,0.832,4,-6.281,0,0.0325,8.36e-05,0.00655,0.0924,0.553,120.066,4
0.474,0.477,10,-11.181,1,0.0329,0.0353,0.0,0.94,0.466,116.168,4
0.371,0.857,4,-8.866,1,0.142,0.135,8.09e-05,0.676,0.715,178.045,4
0.273,0.953,11,-8.76,1,0.0768,0.0146,0.0173,0.19,0.445,100.26,4
0.645,0.568,1,-8.361,1,0.0324,0.431,0.000116,0.689,0.207,108.985,4
0.819,0.384,7,-10.161,1,0.227,0.0488,0.00149,0.205,0.67,111.691,4
0.828,0.669,6,-8.637,0,0.0254,0.16,0.00333,0.0756,0.926,109.964,4
0.438,0.98,8,-4.963,1,0.102,0.0258,0.462,0.279,0.326,123.407,4
0.235,0.977,6,0.878,1,0.107,0.00353,0.00604,0.172,0.241,152.952,4
0.588,0.67,0,-8.044,1,0.0573,0.285,0.0,0.0768,0.794,118.051,4
0.639,0.451,0,-14.529,1,0.0319,0.108,0.000339,0.11,0.602,98.141,4
0.704,0.631,9,-12.299,0,0.0398,0.0346,0.0,0.159,0.793,123.286,4
0.491,0.951,1,-3.775,1,0.0465,2.3e-05,0.00354,0.0424,0.555,106.948,4
0.391,0.99,11,-5.322,0,0.238,0.00355,0.000179,0.264,0.298,178.01,4
0.476,0.974,7,-5.248,1,0.0762,0.00389,0.0,0.109,0.705,165.019,4
0.69,0.747,2,-4.583,1,0.264,0.0094,0.000709,0.355,0.0701,171.367,4
0.6,0.67,2,-14.434,1,0.044,0.00094,0.335,0.156,0.566,150.38,4
0.512,0.527,9,-15.253,1,0.0644,0.425,2.77e-05,0.0946,0.417,139.937,4
0.719,0.901,5,-4.619,1,0.256,0.655,1.25e-05,0.355,0.854,101.049,4
0.9,0.687,5,-5.109,0,0.184,0.179,1.38e-05,0.554,0.553,101.002,4
0.574,0.915,2,-9.79,0,0.0399,0.00175,0.664,0.34,0.508,104.042,4
0.335,0.716,7,-7.02,1,0.0404,0.0347,0.0,0.107,0.303,121.761,4
0.387,0.971,2,-5.192,1,0.19,0.0113,0.0287,0.0663,0.358,121.572,4
0.494,0.947,9,-7.289,1,0.052,0.00148,0.0308,0.404,0.426,100.03,4
0.506,0.554,10,-6.743,0,0.0339,0.339,0.000355,0.112,0.375,124.724,4
0.732,0.781,2,-4.596,1,0.0278,0.122,1.6e-05,0.139,0.531,134.104,4
0.647,0.823,9,-3.64,0,0.0801,0.0754,0.0,0.0992,0.425,141.448,4
0.524,0.871,1,-2.936,0,0.0328,0.115,0.0001,0.117,0.452,88.101,4
0.622,0.902,4,-3.826,1,0.0865,0.0682,0.0,0.423,0.644,152.049,4
0.542,0.842,6,-4.543,1,0.037,0.00377,0.00146,0.0803,0.559,82.871,4
0.611,0.936,6,-4.982,1,0.0453,0.00365,2.49e-06,0.0835,0.787,135.739,4
0.705,0.645,4,-7.335,0,0.0523,0.107,0.000128,0.124,0.62,144.316,4
0.478,0.923,5,-4.602,1,0.108,0.0124,8.97e-06,0.0953,0.844,192.364,4
0.802,0.458,0,-14.941,0,0.0398,0.516,0.0234,0.0854,0.808,132.288,4
0.492,0.622,0,-7.271,1,0.0365,0.355,3.6e-06,0.525,0.24,144.157,4
0.397,0.532,7,-14.573,1,0.191,0.11,0.000249,0.175,0.429,170.602,4
0.255,0.684,1,-10.245,1,0.067,0.202,0.0289,0.0847,0.271,201.8,4
0.414,0.74,8,-10.514,1,0.0499,0.0165,0.0,0.0633,0.237,111.907,4
0.602,0.685,2,-14.495,1,0.0547,0.000991,0.239,0.17,0.497,75.181,4
0.569,0.682,2,-8.525,1,0.0441,0.243,0.00689,0.107,0.561,137.577,4
0.698,0.532,10,-9.778,1,0.0293,0.21,4.64e-05,0.0726,0.5,96.805,4
0.75,0.626,5,-9.442,1,0.0414,0.146,3.23e-05,0.0868,0.745,139.793,4
0.429,0.921,6,-4.684,1,0.0864,0.000157,0.761,0.553,0.697,170.145,4
0.333,0.633,2,-10.947,0,0.134,0.0176,0.000727,0.119,0.401,170.56,4
0.62,0.199,2,-16.711,1,0.0595,0.428,0.0,0.119,0.218,105.459,3
0.622,0.553,11,-13.125,0,0.0494,0.0101,0.000687,0.274,0.749,145.219,4
0.481,0.93,0,-6.046,1,0.0342,0.106,0.000531,0.0878,0.877,176.167,4
0.493,0.66,1,-10.198,1,0.0457,0.188,0.0298,0.094,0.307,100.977,4
0.424,0.878,8,-7.622,1,0.0585,0.00221,0.0,0.0834,0.165,112.029,4
0.336,0.47,7,-10.541,0,0.0319,0.378,0.00332,0.0953,0.163,154.649,3
0.484,0.0874,0,-17.796,1,0.0394,0.894,0.154,0.11,0.219,94.163,4
0.453,0.781,1,-7.062,1,0.0397,0.00379,0.0,0.148,0.626,109.534,4
0.319,0.309,9,-11.944,0,0.0257,0.822,2.26e-06,0.0893,0.339,143.075,3
0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,4
0.666,0.667,2,-9.305,0,0.0371,0.043,0.0005,0.074,0.679,134.219,4
0.731,0.797,5,-9.992,1,0.0309,0.0771,0.0248,0.334,0.933,148.192,4
0.693,0.353,0,-17.852,1,0.0414,0.0704,0.00113,0.503,0.75,104.143,4
0.476,0.862,11,-5.946,1,0.04,0.00215,0.103,0.0919,0.868,150.831,4
0.483,0.852,4,-4.952,1,0.0587,0.0231,0.0,0.326,0.513,154.695,4
0.497,0.961,7,-2.607,1,0.092,5.52e-05,0.000244,0.111,0.526,137.081,4
0.582,0.99,11,-3.326,0,0.119,0.00055,0.0011,0.271,0.35,120.056,4
0.669,0.704,7,-3.417,0,0.0997,0.117,0.0,0.0728,0.948,190.04,4
0.254,0.993,7,-4.096,1,0.288,0.0106,0.0119,0.723,0.174,179.718,4
0.488,0.991,0,-4.455,1,0.125,0.139,0.0,0.813,0.273,124.998,4
0.31,0.637,3,-8.595,0,0.037,0.215,0.116,0.0619,0.426,147.4,4
0.512,0.905,1,-4.509,1,0.0573,3.21e-05,0.00011,0.102,0.692,116.746,4
0.65,0.68,9,-14.722,1,0.0489,0.000832,0.00501,0.0433,0.391,142.386,4
0.683,0.532,7,-9.311,1,0.186,0.602,0.00238,0.128,0.674,121.123,4
0.657,0.579,6,-6.77,0,0.0924,0.74,9.39e-06,0.138,0.758,167.006,4
0.729,0.876,8,-6.127,1,0.0862,0.153,0.000735,0.0407,0.597,109.876,4
0.474,0.57,4,-3.188,1,0.068,0.187,0.0,0.106,0.535,94.16,4
0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,4
0.668,0.713,2,-7.225,1,0.0489,0.53,0.0,0.0765,0.494,113.552,4
0.301,0.916,2,-6.15,0,0.124,0.0523,0.000222,0.21,0.319,118.636,4
0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,4
0.466,0.438,4,-12.858,1,0.0608,0.089,5.62e-06,0.113,0.587,193.1,4
0.664,0.907,1,-3.529,1,0.0434,0.108,0.0224,0.048,0.784,129.866,4
0.711,0.967,7,-5.204,1,0.0474,0.0849,0.0,0.245,0.892,145.02,4
0.669,0.76,8,-10.301,1,0.0344,0.138,0.0115,0.0876,0.591,133.7,4
0.741,0.864,1,-7.361,1,0.0586,0.0889,0.015,0.189,0.476,130.825,4
0.36,0.618,9,-8.11,0,0.041,0.396,0.0,0.345,0.495,100.252,4
0.425,0.622,4,-11.503,0,0.0744,8.89e-05,0.00164,0.17,0.376,162.474,4
0.445,0.612,9,-12.025,1,0.0589,0.118,0.00661,0.175,0.497,91.732,4
0.722,0.875,8,-5.414,1,0.0416,0.104,0.0451,0.294,0.885,100.002,4
0.413,0.795,10,-8.683,0,0.056,0.469,0.0107,0.117,0.56,125.494,4
0.553,0.866,9,-7.585,0,0.232,0.0015,0.000607,0.7,0.417,150.124,4
0.524,0.673,2,-10.975,1,0.0642,0.0979,0.0,0.276,0.971,149.695,4
0.435,0.929,2,-5.116,1,0.0551,0.00151,0.0,0.0313,0.762,88.084,4
0.825,0.827,9,-4.747,1,0.0497,0.104,0.0,0.0894,0.968,135.068,4
0.272,0.547,9,-6.887,0,0.0362,0.842,0.000313,0.627,0.171,61.091,3
0.582,0.9,9,-5.045,0,0.0539,0.212,0.0,0.778,0.532,90.414,4
0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,4
0.551,0.851,1,-3.277,1,0.197,0.0748,0.0,0.0784,0.1,171.411,4
0.587,0.476,7,-6.64,1,0.0265,0.473,0.0,0.109,0.085,120.268,4
0.686,0.977,9,-3.538,0,0.111,0.297,0.0,0.531,0.605,126.202,4
0.319,0.627,0,-9.611,1,0.0687,0.675,7.29e-05,0.289,0.497,85.818,4
0.786,0.5,1,-16.245,1,0.109,0.0299,0.914,0.0864,0.588,117.088,4
0.777,0.832,9,-3.929,0,0.0508,0.0169,0.00251,0.701,0.715,131.999,4
0.566,0.771,3,-7.249,0,0.0428,0.00883,0.0303,0.157,0.403,89.88,4
0.592,0.79,9,-6.525,0,0.0659,0.105,4.43e-06,0.0331,0.658,92.479,4
0.806,0.838,5,-8.717,1,0.114,0.103,0.000171,0.315,0.706,107.898,4
0.498,0.811,4,-9.217,1,0.0428,0.00508,0.000131,0.0633,0.949,149.025,4
0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,4
0.39,0.642,8,-5.266,1,0.0326,0.00502,0.565,0.296,0.132,92.397,4
0.806,0.599,0,-9.379,0,0.0323,0.195,0.000455,0.0837,0.556,109.016,4
0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,4
0.827,0.656,1,-7.782,1,0.0815,0.0304,0.00206,0.372,0.781,89.991,4
0.847,0.485,1,-6.994,1,0.0677,0.000713,0.638,0.501,0.672,130.021,4
0.712,0.964,11,-6.486,0,0.0441,0.02,0.000633,0.375,0.715,134.992,4
0.383,0.687,2,-3.617,0,0.084,0.719,0.0,0.25,0.152,89.582,4
0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,4
0.257,0.962,4,-4.179,1,0.0566,0.0005,0.0,0.835,0.772,181.786,4
0.336,0.962,5,-7.869,0,0.085,0.137,0.00171,1.0,0.16,128.865,4
0.116,0.877,6,-4.961,0,0.0767,0.00517,0.0,0.808,0.396,159.651,4
0.45,0.573,7,-12.177,1,0.073,0.159,0.000183,0.0376,0.799,149.585,4
0.272,0.888,7,-3.959,1,0.069,0.000548,0.0,0.192,0.353,179.238,4
0.494,0.932,7,-4.263,1,0.1,0.000247,5.96e-05,0.126,0.497,145.067,4
0.444,0.911,4,-4.995,1,0.0598,4.7e-05,7.38e-06,0.0962,0.693,124.328,4
0.338,0.767,9,-11.51,1,0.0742,0.00344,0.00318,0.0384,0.516,154.97,4
0.5,0.846,0,-8.098,1,0.0457,0.0797,0.0,0.241,0.738,134.937,4
0.536,0.611,9,-11.372,0,0.0411,0.000472,0.0362,0.143,0.438,166.766,4
0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,4
0.409,0.512,9,-12.215,0,0.0291,0.0447,7.67e-05,0.493,0.652,172.424,4
0.379,0.91,5,-4.01,1,0.0427,0.000677,0.00184,0.0946,0.591,124.403,4
0.634,0.804,9,-6.74,1,0.0329,0.00363,0.00499,0.347,0.719,147.335,4
0.555,0.917,4,-3.085,0,0.0816,0.107,1.1e-06,0.106,0.426,173.958,4
0.726,0.618,5,-6.927,1,0.0281,0.0176,2.21e-05,0.107,0.625,95.001,4
0.32,0.483,9,-8.408,1,0.146,0.213,0.000814,0.341,0.398,179.697,1
0.782,0.861,8,-3.783,1,0.127,0.298,0.0,0.103,0.819,120.021,4
0.507,0.808,0,-5.555,1,0.234,0.0671,0.0,0.297,0.896,109.24,4
0.558,0.822,11,-4.359,1,0.106,0.166,0.0,0.128,0.931,202.124,4
0.658,0.883,7,-6.004,0,0.158,0.621,0.0,0.321,0.698,114.965,4
0.519,0.77,7,-8.788,1,0.0809,0.0675,3.48e-06,0.0762,0.921,158.29,4
0.234,0.909,2,-4.424,1,0.0438,0.0208,0.0,0.104,0.262,105.53,4
0.48,0.772,6,-6.261,1,0.0379,0.0241,0.0124,0.103,0.38,132.376,4
0.603,0.993,10,-4.516,0,0.142,0.00334,0.629,0.11,0.247,136.223,4
0.682,0.819,9,-6.116,1,0.0501,0.00994,0.881,0.0389,0.312,130.032,4
0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,4
0.569,0.945,6,-4.473,0,0.0353,3.05e-05,0.044,0.355,0.809,116.038,4
0.449,0.451,7,-8.156,1,0.0319,0.109,0.000588,0.131,0.127,135.761,4
0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,3
0.645,0.977,0,-7.553,0,0.0519,0.224,7.68e-06,0.424,0.514,120.929,4
0.459,0.685,1,-10.907,1,0.0509,0.151,0.0116,0.95,0.405,88.406,4
0.319,0.924,10,-10.367,0,0.0714,0.0153,0.0118,0.887,0.328,139.787,4
0.336,0.962,5,-7.869,0,0.085,0.137,0.00171,1.0,0.16,128.865,4
0.741,0.288,0,-10.26,1,0.0323,0.438,0.00041,0.0553,0.34,87.965,4
0.738,0.937,9,-7.788,0,0.0668,0.0124,0.00206,0.0338,0.614,131.994,4
0.763,0.777,5,-6.932,0,0.0364,0.281,0.79,0.134,0.929,124.431,4
0.743,0.668,2,-9.016,0,0.12,0.0343,3.42e-05,0.29,0.903,128.982,4
0.564,0.988,11,-2.46,0,0.0815,0.00283,1.24e-05,0.324,0.909,160.019,4
0.628,0.784,4,-5.484,0,0.034,0.000607,6.91e-05,0.342,0.16,125.014,4
0.63,0.751,6,-4.317,0,0.0276,7.9e-05,0.0255,0.0942,0.42,124.002,4
0.244,0.384,4,-11.77,0,0.0338,0.644,0.751,0.173,0.165,155.761,4
0.54,0.801,2,-3.733,1,0.0475,0.0845,0.0,0.221,0.577,83.979,4
0.518,0.388,0,-5.711,1,0.0277,0.828,1.24e-06,0.0855,0.532,84.955,4
0.444,0.735,4,-9.74,1,0.0526,0.112,0.0,0.637,0.347,145.244,4
0.497,0.323,0,-14.371,1,0.0335,0.824,0.653,0.0868,0.584,122.633,4
0.741,0.668,7,-6.026,1,0.0339,0.0199,1.81e-06,0.104,0.597,124.938,4
0.592,0.308,7,-7.407,1,0.029,0.602,0.0,0.13,0.183,143.918,4
0.484,0.961,0,-2.785,0,0.0943,1.65e-05,1.53e-06,0.22,0.451,159.992,4
0.511,0.967,11,-2.109,0,0.0924,3.99e-05,0.0287,0.413,0.498,140.053,4
0.526,0.97,11,-2.342,0,0.0462,4.58e-05,0.000228,0.146,0.447,145.001,4
0.605,0.43,2,-10.168,0,0.0299,0.557,0.00193,0.113,0.333,99.998,4
0.622,0.9,8,-5.633,1,0.0534,0.254,9.59e-06,0.293,0.878,99.949,4
0.655,0.24,11,-11.414,0,0.0519,0.31,0.000105,0.0748,0.723,130.495,4
0.621,0.637,2,-12.351,1,0.0409,0.00116,0.135,0.34,0.319,125.168,4
0.509,0.496,0,-10.202,1,0.0419,0.726,0.000477,0.196,0.65,175.578,4
0.467,0.797,11,-5.863,0,0.0433,0.0352,0.0115,0.136,0.681,151.958,4
0.508,0.561,5,-7.871,1,0.0713,0.736,0.0,0.283,0.247,89.559,4
0.299,0.302,10,-8.507,1,0.0304,0.692,0.769,0.19,0.122,141.369,4
0.706,0.821,6,-4.793,1,0.0273,0.0323,0.000141,0.0737,0.962,145.066,4
0.495,0.892,4,-5.601,1,0.0349,0.000128,0.0216,0.207,0.231,133.474,4
0.57,0.743,0,-4.088,1,0.0334,0.00227,6.9e-05,0.29,0.361,112.5,3
0.846,0.49,11,-11.384,0,0.0333,0.013,0.051,0.031,0.926,117.733,4
0.501,0.523,7,-5.731,1,0.0279,0.143,0.0,0.305,0.109,128.198,4
0.745,0.466,4,-7.62,0,0.0864,0.00666,0.35,0.272,0.303,123.889,4
0.449,0.776,7,-7.083,1,0.0434,0.478,2.49e-06,0.406,0.791,159.827,4
0.664,0.778,2,-7.335,0,0.194,0.366,1.3e-06,0.977,0.691,87.995,4
0.486,0.807,11,-7.616,0,0.107,0.526,5.54e-06,0.99,0.458,173.396,4
0.683,0.862,4,-7.436,1,0.0309,0.109,0.0,0.448,0.855,102.988,4
0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,4
0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,4
0.399,0.57,2,-7.158,0,0.0602,0.312,0.0015,0.0917,0.467,100.581,4
0.475,0.911,2,-4.712,0,0.0779,0.0504,0.000175,0.944,0.529,132.478,4
0.602,0.896,1,-5.138,0,0.181,0.0419,2.04e-05,0.891,0.674,150.258,4
0.757,0.877,5,-6.563,1,0.0819,0.113,0.0394,0.149,0.962,130.083,4
0.754,0.863,2,-3.746,1,0.0332,0.00467,0.0,0.281,0.944,130.008,4
0.362,0.975,9,-7.396,1,0.124,0.00111,0.807,0.124,0.591,133.069,4
0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,4
0.602,0.908,7,-2.782,0,0.279,0.183,0.0,0.14,0.616,106.911,4
0.764,0.947,9,-6.921,1,0.058,0.0493,0.0,0.375,0.962,135.909,4
0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.65,0.485,172.247,4
0.764,0.406,4,-12.454,1,0.0364,0.576,0.000198,0.136,0.608,120.615,4
0.698,0.746,0,-8.427,1,0.0507,0.276,0.0,0.0353,0.819,110.056,4
0.576,0.899,0,-3.77,1,0.058,0.02,0.0,0.113,0.72,114.289,4
0.51,0.883,2,-4.084,1,0.135,0.024,0.0,0.353,0.692,166.04,4
0.627,0.991,0,-4.048,1,0.142,0.00482,1.15e-06,0.312,0.291,120.351,4
0.636,0.848,1,-6.854,1,0.0362,0.000339,0.0402,0.141,0.934,104.073,4
0.825,0.449,8,-12.558,1,0.362,0.362,0.00069,0.719,0.785,120.007,4
0.411,0.893,7,-3.646,1,0.139,0.00563,0.00967,0.149,0.513,170.407,4
0.614,0.761,4,-4.177,0,0.157,0.233,0.0,0.111,0.499,119.733,4
0.455,0.765,2,-5.344,0,0.0454,0.44,0.0,0.729,0.249,100.639,4
0.749,0.901,7,-7.181,1,0.104,0.199,0.144,0.688,0.788,122.303,4
0.644,0.89,5,-4.925,1,0.106,0.137,0.0,0.774,0.861,128.978,4
0.564,0.867,7,-6.703,0,0.0956,0.0211,0.185,0.98,0.762,122.326,4
0.838,0.794,9,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446,4
0.533,0.837,7,-5.254,1,0.0421,0.00278,0.0,0.12,0.578,140.556,4
0.259,0.338,7,-11.475,1,0.0311,0.713,6.12e-05,0.115,0.107,76.849,4
0.354,0.977,5,-4.425,1,0.0775,0.00808,0.0,0.116,0.34,178.515,4
0.581,0.653,6,-13.437,0,0.0651,0.00136,0.00011,0.282,0.416,151.219,4
0.682,0.868,9,-6.744,0,0.0554,0.00352,0.165,0.223,0.101,123.004,4
0.367,0.893,6,-3.758,1,0.0594,0.00352,0.0,0.14,0.527,144.75,4
0.372,0.618,4,-6.389,0,0.0304,0.096,0.0,0.0723,0.133,130.807,4
0.845,0.951,8,-6.663,0,0.0504,0.146,0.0,0.357,0.958,113.027,4
0.792,0.707,0,-8.078,0,0.0404,0.0539,0.00295,0.257,0.58,119.888,4
0.605,0.664,1,-6.114,1,0.104,0.414,0.0,0.168,0.271,84.871,4
0.599,0.795,7,-4.661,1,0.151,0.37,0.0,0.35,0.544,179.952,4
0.401,0.648,1,-6.485,1,0.18,0.314,0.0,0.129,0.278,83.976,4
0.852,0.874,7,-11.208,1,0.0427,0.0168,0.45,0.133,0.666,129.029,4
0.631,0.933,2,-2.599,1,0.0588,5.55e-05,0.0282,0.0353,0.668,123.001,4
0.654,0.968,2,-6.343,1,0.0566,0.000215,0.0428,0.0854,0.594,113.714,4
0.826,0.698,11,-4.004,1,0.15,0.0177,0.00761,0.314,0.604,100.108,4
0.964,0.628,11,-14.242,1,0.164,0.0615,0.0,0.0433,0.626,121.158,4
0.517,0.876,11,-3.276,0,0.0362,0.167,0.0,0.247,0.236,81.866,4
0.634,0.732,9,-8.99,0,0.0265,0.144,1.4e-06,0.119,0.668,113.785,4
0.566,0.57,11,-9.875,0,0.0285,0.156,0.0,0.118,0.491,134.537,4
0.789,0.864,3,-6.286,0,0.174,0.0945,2.17e-06,0.171,0.34,119.968,4
0.457,0.395,7,-5.531,0,0.032,0.886,2.24e-06,0.131,0.307,143.667,4
0.556,0.94,4,-6.389,0,0.0439,0.0112,0.000592,0.138,0.403,128.016,4
0.433,0.856,1,-4.761,1,0.275,0.481,0.0,0.4,0.737,99.222,4
0.742,0.887,9,-4.784,0,0.0568,0.00858,2.12e-06,0.227,0.533,136.051,4
0.872,0.758,0,-6.006,1,0.0542,8.14e-05,0.387,0.0632,0.91,131.995,4
0.862,0.823,10,-8.085,0,0.0431,0.00502,0.000467,0.0782,0.794,119.985,4
0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,4
0.717,0.912,2,-3.744,0,0.231,0.216,0.0,0.836,0.853,97.051,4
0.38,0.5,7,-9.125,1,0.0404,0.466,0.0,0.215,0.188,136.694,3
0.735,0.403,4,-11.599,0,0.037,0.139,0.473,0.107,0.453,115.658,4
0.621,0.932,0,-8.023,0,0.0301,0.0414,0.00683,0.111,0.961,132.085,4
0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,1
0.355,0.244,0,-14.684,1,0.0414,0.747,5.67e-05,0.111,0.315,185.712,3
0.471,0.719,2,-6.898,1,0.0396,0.377,0.000485,0.13,0.484,83.813,4
0.419,0.779,5,-7.428,1,0.06,0.0137,6.28e-06,0.0965,0.648,178.688,4
0.811,0.716,9,-7.475,1,0.18,0.0146,0.000933,0.155,0.503,139.962,4
0.908,0.324,7,-15.468,1,0.181,0.0328,0.903,0.099,0.528,118.87,4
0.609,0.525,7,-13.451,1,0.184,0.129,0.0,0.109,0.867,139.393,4
0.439,0.882,5,-9.036,0,0.087,0.541,0.671,0.793,0.317,138.551,4
0.57,0.833,11,-4.353,1,0.0915,0.17,0.0,0.156,0.911,202.075,4
0.862,0.606,7,-8.136,1,0.276,0.000331,4.87e-06,0.0706,0.485,105.972,4
0.459,0.669,5,-6.993,0,0.101,0.0845,0.0,0.166,0.665,112.975,4
0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4
0.844,0.754,6,-5.46,1,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,4
0.604,0.94,5,-4.659,0,0.0368,0.00146,6.01e-05,0.118,0.376,129.944,4
0.782,0.874,5,-3.57,1,0.0384,0.0027,0.343,0.0766,0.872,125.917,4
0.807,0.935,8,-5.931,0,0.0498,0.0534,0.00083,0.343,0.97,113.328,4
0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,4
0.862,0.533,6,-13.566,1,0.15,0.0501,0.0,0.227,0.777,106.928,4
0.509,0.991,1,-6.242,1,0.0548,0.0173,0.713,0.0956,0.758,163.981,4
0.719,0.795,5,-7.232,0,0.0387,0.00225,0.00664,0.34,0.844,124.694,4
0.752,0.741,5,-7.056,1,0.0376,0.342,0.0,0.105,0.63,119.631,4
0.668,0.696,10,-12.623,0,0.0919,0.0951,0.000127,0.12,0.713,141.056,4
0.838,0.381,11,-16.867,0,0.0351,0.00912,0.0988,0.0364,0.95,117.708,4
0.737,0.81,1,-3.683,1,0.0772,0.0391,0.0,0.0908,0.407,121.028,4
0.598,0.655,4,-4.436,1,0.0363,0.0223,0.00101,0.076,0.677,102.169,4
0.683,0.586,5,-4.287,1,0.028,0.335,1.68e-06,0.218,0.516,119.978,4
0.491,0.645,5,-6.693,1,0.0538,0.712,0.0,0.285,0.961,177.032,4
0.584,0.922,9,-3.862,1,0.0386,0.00229,1.47e-05,0.0684,0.52,90.003,4
0.732,0.603,2,-6.482,0,0.0436,0.638,0.0315,0.373,0.545,140.034,4
0.629,0.591,7,-12.068,0,0.185,0.802,0.00197,0.129,0.746,165.607,4
0.594,0.565,0,-10.249,1,0.175,0.245,0.0,0.123,0.755,136.507,4
0.766,0.439,5,-9.953,0,0.3,0.582,0.000503,0.105,0.828,193.972,4
0.304,0.411,4,-13.984,0,0.059,0.419,0.00128,0.733,0.49,88.819,4
0.737,0.654,7,-5.72,1,0.0336,0.0624,0.0,0.088,0.703,94.54,4
0.522,0.79,1,-7.943,1,0.0627,0.00936,0.0,0.0881,0.743,122.585,4
0.399,0.0196,10,-26.814,1,0.0397,0.996,0.185,0.124,0.367,92.476,1
0.546,0.646,10,-12.486,1,0.0395,0.824,0.144,0.328,0.438,120.181,4
0.625,0.894,7,-6.369,1,0.0393,0.078,1.95e-05,0.175,0.73,137.96,4
