danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0.649,0.347,1,-7.67,0,0.404,0.485,3.24e-05,0.154,0.176,169.994,4
0.689,0.394,2,-10.102,0,0.065,0.711,0.000905,0.0859,0.382,117.489,3
0.822,0.35,1,-12.207,0,0.574,0.0213,0.0,0.0757,0.346,77.528,4
0.645,0.534,6,-10.8,0,0.0479,0.157,0.0,0.0863,0.463,105.02,4
0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,4
0.584,0.37,0,-9.493,0,0.0553,0.678,0.0,0.108,0.281,148.981,4
0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,4
0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,4
0.943,0.763,5,-5.568,0,0.158,0.0175,1.8e-05,0.114,0.225,139.969,4
0.51,0.272,9,-13.763,0,0.0557,0.303,0.0,0.0958,0.435,143.984,4
0.738,0.471,11,-9.208,0,0.402,0.319,1.28e-06,0.13,0.283,107.98,5
0.812,0.621,5,-8.3,1,0.0515,0.244,0.0,0.099,0.847,77.998,4
0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,4
0.489,0.406,9,-11.44,1,0.232,0.0336,0.0,0.344,0.178,110.551,4
0.952,0.478,5,-8.52,0,0.361,0.774,0.0,0.112,0.568,118.008,4
0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093,4
0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56,1
0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,4
0.716,0.485,1,-7.745,1,0.404,0.123,2.69e-05,0.604,0.26,74.132,4
0.587,0.698,1,-8.948,1,0.0943,0.0152,0.0,0.442,0.0985,133.954,4
0.75,0.596,0,-5.569,0,0.282,0.478,0.0,0.166,0.27,130.104,4
0.764,0.394,8,-8.559,1,0.152,0.231,9.37e-05,0.117,0.465,92.009,4
0.541,0.619,1,-8.746,0,0.254,0.167,0.00633,0.144,0.491,163.908,4
0.717,0.753,7,-4.609,0,0.311,0.293,0.0,0.158,0.631,169.857,4
0.754,0.775,7,-5.077,1,0.066,0.0302,0.0,0.362,0.159,76.01,4
0.724,0.45,4,-5.763,0,0.0497,0.0315,1.42e-05,0.111,0.464,140.978,4
0.574,0.369,1,-8.931,0,0.0814,0.753,0.0,0.147,0.44,84.975,4
0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,4
0.731,0.707,9,-6.854,0,0.176,0.395,0.0,0.125,0.707,133.96,4
0.767,0.628,4,-7.41,0,0.242,0.21,8.79e-06,0.275,0.798,128.07,4
0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,4
0.618,0.474,5,-12.097,1,0.0789,0.182,0.000122,0.108,0.397,119.999,4
0.529,0.845,8,-8.142,1,0.404,0.244,0.0,0.143,0.331,85.63,3
0.83,0.644,10,-5.431,0,0.407,0.0298,0.0,0.11,0.227,155.103,4
0.847,0.733,10,-6.439,0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,4
0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,4
0.606,0.544,10,-7.968,0,0.0421,0.0285,4.88e-06,0.152,0.335,90.104,4
0.62,0.721,4,-5.538,0,0.0887,0.0422,0.0075,0.563,0.77,169.904,4
0.493,0.666,7,-4.525,1,0.268,0.00256,0.0,0.0797,0.164,87.932,5
0.824,0.453,3,-9.604,0,0.0968,0.146,0.0273,0.0896,0.552,119.959,4
0.743,0.616,1,-6.285,1,0.181,0.0635,0.0,0.111,0.4,150.859,4
0.906,0.444,4,-8.692,0,0.384,0.136,6.44e-05,0.173,0.678,140.063,4
0.925,0.31,11,-6.531,0,0.291,0.123,0.0,0.0931,0.291,121.927,4
0.646,0.335,3,-9.915,0,0.247,0.626,1.3e-05,0.107,0.419,167.927,4
0.7,0.46,4,-8.111,0,0.0661,0.142,4.81e-05,0.111,0.286,151.901,4
0.474,0.805,1,-5.997,1,0.332,0.0715,0.0,0.147,0.109,131.001,4
0.698,0.763,4,-4.718,0,0.229,0.0845,0.0,0.54,0.256,139.998,4
0.652,0.549,6,-7.555,0,0.039,0.317,0.0,0.104,0.186,120.073,4
0.693,0.713,10,-4.489,0,0.351,0.343,0.0,0.102,0.615,137.335,4
0.569,0.507,7,-9.68,1,0.213,0.0499,9.89e-06,0.107,0.48,153.17,3
0.934,0.548,11,-10.489,1,0.33,0.0117,0.0,0.0734,0.171,130.975,4
0.585,0.754,0,-5.396,1,0.142,0.383,0.0,0.108,0.666,102.853,4
0.894,0.59,9,-5.716,1,0.221,0.0969,8.9e-06,0.329,0.576,147.009,4
0.956,0.517,1,-5.522,1,0.0648,0.00906,0.0,0.113,0.162,130.004,4
0.9,0.488,5,-6.371,0,0.274,0.0315,0.0,0.101,0.676,83.498,4
0.826,0.616,2,-5.479,1,0.328,0.241,0.0,0.287,0.612,127.925,4
0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,4
0.883,0.657,8,-5.748,1,0.305,0.0603,0.0,0.128,0.284,124.992,4
0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,4
0.806,0.64,11,-7.398,0,0.317,0.0864,0.0,0.201,0.716,160.054,4
0.633,0.793,5,-6.847,0,0.182,0.148,0.0,0.867,0.761,109.093,4
0.71,0.828,1,-4.725,1,0.0726,0.199,0.0,0.168,0.316,128.027,4
0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,4
0.698,0.546,0,-7.234,0,0.0559,0.425,0.00314,0.16,0.335,145.044,4
0.669,0.634,11,-6.476,1,0.0327,0.0125,0.0,0.0946,0.496,124.906,4
0.784,0.486,5,-6.497,0,0.0475,0.0538,0.497,0.101,0.0894,110.964,4
0.684,0.53,8,-5.298,0,0.286,0.00353,0.0,0.573,0.55,157.017,4
0.749,0.63,4,-6.652,0,0.116,0.0623,0.0,0.353,0.445,122.03,4
0.796,0.539,7,-5.974,0,0.0433,0.103,0.0,0.343,0.123,111.988,4
0.571,0.549,1,-7.38,0,0.404,0.18,0.0,0.168,0.447,119.497,4
0.693,0.67,2,-3.537,0,0.0345,0.0958,0.00857,0.432,0.084,119.907,4
0.837,0.58,4,-6.932,0,0.0618,0.053,0.00276,0.699,0.262,111.981,4
0.668,0.727,1,-4.613,1,0.248,0.0301,0.0,0.143,0.309,143.083,4
0.673,0.649,1,-8.433,0,0.196,0.188,0.0,0.122,0.47,153.075,4
0.586,0.539,11,-8.743,0,0.199,0.178,0.0,0.105,0.197,158.116,4
0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,4
0.825,0.458,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115,4
0.399,0.203,4,-11.649,1,0.0298,0.66,0.000163,0.27,0.405,134.202,4
0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,4
0.709,0.527,11,-9.371,0,0.283,0.0553,0.0,0.108,0.342,142.043,4
0.813,0.627,11,-9.089,0,0.238,0.0332,2.23e-06,0.109,0.21,130.024,4
0.829,0.667,9,-5.366,1,0.166,0.000523,0.000521,0.048,0.545,160.082,4
0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,4
0.822,0.788,11,-3.634,0,0.173,0.0838,0.000173,0.359,0.389,111.016,4
0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,4
0.823,0.552,4,-7.57,0,0.324,0.0174,0.0,0.122,0.418,124.038,4
0.546,0.529,11,-10.511,0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,4
0.543,0.449,1,-8.065,1,0.0463,0.345,0.0,0.157,0.29,132.609,4
0.737,0.766,0,-4.851,0,0.132,0.172,0.000673,0.164,0.468,133.996,4
0.876,0.733,10,-4.478,0,0.333,0.0208,0.0,0.0999,0.962,154.904,4
0.614,0.953,2,-4.162,1,0.0688,0.119,0.0,0.331,0.593,154.969,4
0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,4
0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4
0.539,0.648,4,-6.008,1,0.0619,0.118,0.0,0.362,0.403,91.066,4
0.894,0.618,7,-4.356,0,0.129,0.0808,0.0,0.558,0.379,119.1,4
0.887,0.597,6,-6.66,0,0.281,0.0704,0.0,0.178,0.477,129.976,4
0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054,4
0.563,0.805,6,-7.069,0,0.359,0.0516,0.0,0.474,0.281,75.044,4
0.546,0.583,10,-8.029,0,0.278,0.309,0.0,0.124,0.412,139.808,3
0.792,0.606,11,-6.121,1,0.209,0.00712,6.59e-06,0.146,0.456,146.013,4
0.894,0.511,2,-4.768,1,0.421,0.0251,0.0,0.14,0.567,120.077,4
0.867,0.744,2,-5.171,1,0.227,0.268,0.0,0.0713,0.645,84.005,4
0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046,4
0.899,0.582,11,-7.275,0,0.264,0.0395,0.0,0.1,0.505,149.973,4
0.509,0.787,7,-6.754,1,0.265,0.359,2.76e-05,0.26,0.507,114.449,4
0.526,0.606,5,-5.3,0,0.259,0.152,2.36e-06,0.194,0.492,116.622,4
0.769,0.807,11,-2.966,1,0.306,0.0515,0.0,0.111,0.364,82.422,4
0.903,0.535,8,-6.238,1,0.286,0.0298,0.0,0.0851,0.157,130.117,4
0.562,0.758,4,-6.64,1,0.133,0.0251,0.0,0.107,0.431,76.991,4
0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,4
0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,3
0.837,0.586,11,-8.521,0,0.0807,0.281,0.0,0.134,0.618,117.066,4
0.779,0.726,8,-6.94,1,0.0317,0.0489,0.0,0.656,0.451,98.016,4
0.684,0.671,7,-4.392,0,0.0464,0.189,2.37e-05,0.122,0.156,88.048,4
0.781,0.726,0,-4.213,1,0.0836,0.0299,0.0,0.093,0.436,139.988,4
0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,4
0.794,0.789,11,-4.232,0,0.256,0.502,0.0,0.129,0.945,86.493,4
0.573,0.63,1,-8.389,1,0.105,0.189,2.31e-05,0.259,0.218,77.525,4
0.643,0.77,5,-4.524,0,0.228,0.13,0.0,0.247,0.863,170.006,4
0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,4
0.744,0.608,2,-6.386,1,0.0442,0.0295,0.0,0.397,0.0692,130.045,4
0.839,0.506,5,-6.714,0,0.133,0.00207,0.0,0.13,0.44,154.12,4
0.855,0.492,0,-7.578,0,0.0483,0.0775,6.71e-06,0.111,0.385,109.975,4
0.89,0.701,0,-5.712,0,0.342,0.00306,3.06e-06,0.0895,0.505,80.462,4
0.859,0.6,7,-4.63,0,0.301,0.071,0.0,0.353,0.568,123.017,4
0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,4
0.643,0.594,9,-5.191,0,0.0312,0.0695,1.46e-05,0.115,0.195,118.037,4
0.428,0.403,5,-5.914,0,0.209,0.229,0.0,0.22,0.133,95.387,5
0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045,4
0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,4
0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,4
0.773,0.608,1,-6.117,0,0.223,0.616,0.0,0.0966,0.475,79.002,4
0.733,0.777,8,-2.83,0,0.0791,0.0256,0.0,0.239,0.724,88.494,4
0.859,0.77,8,-5.358,0,0.345,0.0056,0.0,0.0731,0.348,155.025,4
0.804,0.763,2,-5.48,1,0.0519,0.0678,0.0,0.368,0.0585,136.052,4
0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684,4
0.652,0.667,1,-8.033,1,0.234,4.17e-05,0.000109,0.318,0.0834,159.903,4
0.694,0.676,0,-7.239,1,0.14,0.0218,0.0,0.215,0.606,77.006,4
0.947,0.605,10,-8.621,0,0.346,0.0748,7.54e-06,0.0901,0.656,129.988,4
0.915,0.538,11,-5.954,0,0.307,0.00234,0.0,0.124,0.099,131.919,4
0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,4
0.707,0.6,8,-9.341,1,0.219,0.0786,0.0,0.325,0.598,75.944,4
0.507,0.464,3,-8.531,0,0.171,0.398,2.62e-05,0.603,0.277,147.984,4
0.696,0.8,2,-5.68,1,0.0324,0.000819,0.0,0.0954,0.0635,110.013,4
0.459,0.623,1,-4.45,1,0.0489,0.352,0.0,0.131,0.205,126.018,4
0.715,0.522,1,-4.69,1,0.151,0.235,0.0,0.389,0.233,158.026,4
0.687,0.602,6,-5.005,0,0.066,0.138,0.0,0.203,0.309,78.487,4
0.622,0.946,7,-3.593,0,0.0534,0.044,0.0,0.0838,0.336,130.07,4
0.885,0.661,4,-5.062,0,0.141,0.165,0.0,0.334,0.436,140.028,4
0.899,0.496,7,-4.691,1,0.33,0.136,0.0,0.139,0.145,127.046,4
0.755,0.552,9,-5.604,1,0.288,0.0967,0.0,0.158,0.402,153.157,4
0.671,0.658,2,-5.567,1,0.309,0.189,8.66e-05,0.147,0.257,87.933,4
0.804,0.456,8,-7.44,1,0.0468,0.000668,0.0,0.31,0.165,130.014,4
0.875,0.478,7,-10.562,1,0.218,0.00717,0.0,0.147,0.409,128.99,4
0.667,0.67,10,-7.081,0,0.124,0.00652,0.0,0.122,0.208,130.082,4
0.774,0.577,2,-12.132,1,0.107,0.037,0.627,0.122,0.148,100.003,4
0.76,0.53,9,-8.178,0,0.21,0.00298,4.91e-06,0.113,0.486,76.48,4
0.499,0.391,3,-11.109,0,0.622,0.678,0.0,0.147,0.667,75.27,4
0.734,0.797,2,-5.533,1,0.0486,0.0139,0.0,0.123,0.203,140.965,4
0.698,0.763,4,-4.716,0,0.205,0.0873,0.0,0.647,0.252,139.939,4
0.805,0.33,1,-8.712,0,0.1,0.22,0.0,0.105,0.211,121.97,4
0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,4
0.807,0.687,11,-4.349,1,0.109,0.000852,0.0,0.0554,0.184,130.073,4
0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,4
0.806,0.684,6,-6.451,1,0.169,0.0466,0.0,0.0823,0.434,143.966,4
0.798,0.579,9,-6.615,1,0.164,0.000796,2.7e-06,0.0878,0.3,139.983,4
0.347,0.493,8,-11.548,0,0.29,0.455,0.00366,0.127,0.308,82.887,4
0.653,0.485,2,-9.518,1,0.0451,0.0149,0.0,0.253,0.361,75.464,4
0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,4
0.799,0.633,4,-5.658,0,0.182,0.0276,0.0,0.109,0.211,95.957,4
0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998,4
0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749,4
0.834,0.696,10,-6.614,0,0.175,0.00264,0.000179,0.328,0.545,162.971,4
0.797,0.418,1,-8.136,1,0.351,0.0798,0.0,0.263,0.15,145.925,4
0.603,0.649,11,-5.887,1,0.117,0.105,0.0,0.712,0.343,128.815,4
0.681,0.522,5,-8.74,0,0.303,0.0191,0.0,0.415,0.219,172.946,4
0.773,0.566,11,-8.17,0,0.279,0.184,0.0,0.164,0.262,127.071,4
0.823,0.504,8,-8.65,0,0.16,0.206,0.0,0.417,0.481,112.985,4
0.598,0.472,0,-10.991,1,0.258,0.204,1.54e-05,0.108,0.522,120.08,4
0.543,0.493,7,-7.324,1,0.0292,0.00405,0.0,0.478,0.111,140.033,4
0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,4
0.67,0.7,1,-7.893,1,0.196,0.576,5.34e-06,0.226,0.648,69.986,4
0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,4
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4
0.828,0.591,1,-6.217,1,0.109,0.0199,0.000323,0.361,0.202,119.251,4
0.962,0.619,10,-5.562,0,0.405,0.0354,0.0,0.083,0.154,127.958,4
0.639,0.723,7,-6.462,0,0.0532,0.511,0.0,0.167,0.878,136.872,4
0.825,0.373,5,-5.532,0,0.108,0.163,0.0,0.368,0.12,77.271,4
0.636,0.57,1,-5.973,1,0.0571,0.011,0.00204,0.0677,0.0883,168.202,4
0.522,0.728,3,-3.801,0,0.0323,0.00134,0.0,0.132,0.18,124.045,4
0.595,0.829,2,-3.95,1,0.226,0.00594,0.000101,0.153,0.501,113.319,5
0.607,0.609,0,-5.978,0,0.291,0.389,1.6e-05,0.111,0.556,74.946,4
0.784,0.538,8,-6.952,1,0.177,0.0452,0.0,0.112,0.326,140.115,4
0.852,0.568,1,-9.202,0,0.344,0.183,0.0,0.0993,0.504,81.526,4
0.745,0.576,8,-6.688,1,0.132,0.144,0.0,0.154,0.16,157.083,4
0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,4
0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,4
0.879,0.875,10,-1.868,0,0.18,0.0808,0.0,0.327,0.763,95.021,4
0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,4
0.534,0.573,1,-6.757,1,0.414,0.00926,0.0,0.136,0.373,160.333,4
0.466,0.608,1,-4.8,0,0.45,0.0737,0.0,0.406,0.41,79.48,4
0.497,0.627,7,-7.851,1,0.306,0.0868,0.0,0.339,0.528,96.975,4
0.788,0.436,1,-9.435,1,0.364,0.0611,0.0,0.0979,0.341,129.847,4
0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,4
0.714,0.586,2,-6.925,1,0.0604,0.0211,0.0,0.173,0.283,108.983,4
0.774,0.549,9,-7.297,0,0.154,0.178,0.00151,0.22,0.28,135.016,4
0.873,0.577,1,-9.151,1,0.271,0.353,0.0,0.111,0.956,117.089,4
0.756,0.429,5,-8.079,0,0.0295,0.0101,0.000589,0.153,0.092,95.008,4
0.808,0.907,0,-4.027,0,0.0865,0.0592,0.0,0.139,0.721,158.994,4
0.729,0.73,11,-5.14,0,0.261,0.00165,4.33e-05,0.118,0.41,156.953,4
0.474,0.576,1,-6.963,1,0.257,0.00248,0.000309,0.174,0.285,157.947,4
0.743,0.796,6,-3.649,0,0.242,0.375,0.0272,0.261,0.676,140.057,4
0.832,0.501,11,-8.885,1,0.456,0.0114,1.02e-05,0.0904,0.151,157.01,4
0.793,0.447,7,-9.253,1,0.151,0.0117,0.00019,0.109,0.188,139.949,4
0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14,4
0.669,0.605,2,-5.458,0,0.03,0.449,9.96e-05,0.157,0.247,120.967,4
0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,4
0.823,0.768,11,-6.21,1,0.0819,0.0146,1.03e-06,0.127,0.216,115.021,4
0.817,0.44,10,-8.482,0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,4
0.833,0.564,8,-11.48,1,0.108,0.0595,0.000732,0.233,0.276,130.012,4
0.739,0.74,5,-5.86,0,0.333,0.0045,0.0,0.161,0.488,75.575,4
0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,4
0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,5
0.909,0.636,1,-3.965,1,0.327,0.0447,0.0,0.296,0.535,138.004,4
0.667,0.489,9,-8.772,0,0.422,0.197,0.0,0.159,0.392,145.048,4
0.933,0.656,2,-5.85,1,0.322,0.129,0.0,0.161,0.934,119.987,4
0.834,0.753,10,-5.759,0,0.121,0.00923,0.0,0.11,0.265,147.983,4
0.847,0.522,1,-6.461,1,0.153,0.107,0.000233,0.144,0.276,122.935,4
0.68,0.638,11,-7.592,1,0.325,0.00257,0.00196,0.122,0.322,150.033,4
0.784,0.616,0,-7.159,1,0.0927,0.0042,0.00592,0.256,0.291,137.019,4
0.91,0.585,11,-7.572,0,0.257,0.0536,0.0,0.127,0.599,129.011,4
0.767,0.798,1,-7.653,1,0.111,0.00201,0.00372,0.125,0.224,135.748,4
0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,150.062,4
0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006,4
0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,4
0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009,4
0.696,0.592,1,-6.281,1,0.319,0.152,0.0,0.127,0.232,188.051,4
0.588,0.567,4,-3.738,0,0.0628,0.221,0.0,0.135,0.113,150.009,4
0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,4
0.848,0.649,2,-6.083,1,0.315,0.232,0.0,0.101,0.629,118.04,4
0.844,0.513,1,-8.769,1,0.335,0.178,0.0,0.0845,0.344,128.085,4
0.823,0.381,5,-12.361,0,0.307,0.288,0.0,0.0718,0.794,83.497,4
0.625,0.574,8,-6.509,0,0.209,0.0315,0.0,0.111,0.363,163.203,4
0.768,0.714,4,-6.914,0,0.294,0.00278,0.0,0.296,0.363,145.113,4
0.759,0.741,10,-6.065,0,0.171,0.0192,0.0,0.145,0.69,100.054,4
0.894,0.533,1,-7.861,0,0.412,0.124,0.0,0.109,0.392,120.031,4
0.795,0.55,7,-5.704,0,0.0882,0.123,0.0,0.0873,0.152,119.975,4
0.343,0.536,11,-8.215,1,0.0805,0.0737,0.000129,0.225,0.456,82.836,5
0.732,0.632,2,-5.46,1,0.231,0.218,0.0,0.312,0.337,81.506,4
0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,86.743,4
0.687,0.218,9,-13.539,0,0.0388,0.85,0.000125,0.106,0.269,91.991,4
0.605,0.51,11,-8.094,0,0.423,0.165,8.8e-05,0.104,0.389,65.255,4
0.73,0.44,1,-13.748,0,0.229,0.0867,0.0,0.104,0.077,94.982,4
0.912,0.755,2,-5.394,1,0.141,0.102,0.0,0.179,0.625,140.051,4
0.814,0.618,5,-5.614,0,0.0619,0.0386,3.34e-06,0.671,0.535,121.075,4
0.593,0.632,6,-5.381,0,0.541,0.0133,0.0,0.64,0.0789,173.369,4
0.688,0.842,2,-4.211,1,0.264,0.0499,0.0,0.241,0.416,159.897,4
0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,4
0.927,0.619,5,-4.441,0,0.0539,0.0186,0.0,0.104,0.817,117.995,4
0.657,0.553,10,-7.08,0,0.0394,0.254,0.0,0.129,0.576,134.925,4
0.458,0.535,5,-4.854,0,0.0281,0.575,0.0,0.168,0.216,82.826,4
0.624,0.65,2,-5.819,1,0.0358,0.0229,1.21e-05,0.145,0.138,150.048,4
0.472,0.551,5,-7.219,0,0.25,0.103,0.0,0.345,0.347,83.25,4
0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,4
0.608,0.754,8,-5.277,1,0.0719,0.0305,0.0,0.119,0.455,97.071,4
0.517,0.539,9,-6.474,0,0.038,0.000564,1.4e-05,0.537,0.531,108.984,4
0.455,0.621,0,-7.694,0,0.0517,0.651,2.59e-06,0.123,0.28,119.043,4
0.588,0.88,9,-6.117,0,0.0747,0.0976,0.000167,0.767,0.242,96.003,3
0.557,0.774,7,-5.275,0,0.351,0.012,0.0,0.396,0.397,111.975,4
0.674,0.609,2,-6.306,0,0.045,0.461,0.0,0.328,0.509,116.066,4
0.715,0.567,1,-4.481,0,0.0865,0.06,0.0,0.0655,0.332,160.098,4
0.682,0.764,1,-6.314,1,0.0327,0.000779,0.0089,0.373,0.248,125.018,4
0.361,0.395,5,-8.51,0,0.0429,0.858,0.00356,0.211,0.208,75.923,3
0.645,0.803,1,-4.223,1,0.227,0.085,0.0,0.101,0.314,89.499,4
0.678,0.739,3,-4.358,1,0.044,0.0712,0.0,0.388,0.108,110.967,4
0.65,0.659,3,-6.522,0,0.123,0.174,0.00772,0.126,0.154,76.985,4
0.462,0.848,7,-4.386,1,0.243,0.0976,0.0,0.124,0.378,139.832,4
0.773,0.667,7,-6.477,0,0.239,0.303,0.0,0.07,0.379,155.925,4
0.772,0.614,2,-7.402,1,0.566,0.188,0.0,0.376,0.498,78.297,4
0.441,0.403,2,-11.18,0,0.147,0.255,1.27e-05,0.13,0.158,139.92,4
0.501,0.403,6,-11.106,0,0.119,0.234,0.0,0.267,0.111,118.352,4
0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,4
0.867,0.647,10,-8.765,0,0.583,0.04,0.0,0.131,0.56,77.471,4
0.852,0.745,11,-3.667,0,0.171,0.0313,0.0,0.0824,0.897,148.007,4
0.483,0.408,5,-9.243,0,0.0502,0.508,0.0,0.259,0.105,88.88,3
0.94,0.455,2,-6.046,1,0.21,0.0411,4.63e-06,0.114,0.106,108.065,4
0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027,4
0.709,0.734,1,-5.027,1,0.125,0.0411,0.0,0.346,0.245,143.087,4
0.759,0.562,9,-6.228,0,0.149,0.293,0.0,0.0979,0.706,145.139,4
0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,4
0.402,0.514,1,-7.322,0,0.0471,0.106,0.0,0.181,0.2,120.009,4
0.581,0.325,10,-9.238,1,0.22,0.0128,0.0,0.16,0.0666,136.934,4
0.566,0.564,10,-7.88,0,0.277,0.0149,0.0,0.104,0.0667,139.92,4
0.47,0.64,2,-7.779,1,0.32,0.0277,0.0,0.382,0.248,163.92,4
0.663,0.67,8,-8.399,1,0.271,0.0464,8.92e-05,0.205,0.138,136.952,4
0.647,0.34,2,-8.795,0,0.0496,0.245,0.0,0.107,0.176,91.998,4
0.684,0.541,5,-8.04,0,0.0483,0.0347,0.0,0.138,0.214,158.046,4
0.848,0.625,1,-7.64,1,0.0587,0.0195,0.0,0.109,0.226,93.019,4
0.395,0.852,5,-5.896,1,0.37,0.0657,0.0,0.262,0.112,76.428,4
0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,4
0.819,0.651,1,-5.829,1,0.169,0.00639,0.0,0.122,0.501,139.957,4
0.626,0.68,0,-7.64,1,0.112,0.517,0.0,0.114,0.227,75.978,4
0.613,0.681,8,-3.089,1,0.0778,0.0287,0.0,0.126,0.619,97.621,4
0.942,0.531,1,-7.51,1,0.215,0.00236,0.000106,0.0812,0.74,99.027,4
0.372,0.478,7,-9.835,0,0.0503,0.482,0.0,0.0844,0.254,101.102,4
0.518,0.69,9,-6.15,1,0.107,0.128,0.0,0.176,0.59,77.837,4
0.67,0.515,1,-6.977,1,0.397,0.0705,0.0,0.25,0.422,122.006,4
0.488,0.635,10,-7.19,1,0.26,0.179,8.16e-06,0.156,0.783,174.072,4
0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,4
0.743,0.571,7,-6.054,0,0.145,0.24,0.0,0.291,0.495,119.054,4
0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919,4
